submission_id,household_id,enum_name,start_time,end_time,submission_date,district,subcounty,gps_lat,gps_lon,hh_size,gender_hh_head,age_hh_head,plot_area_acres,trees_per_acre,coffee_varieties,yield_kg,price_per_kg,uses_fertilizer,fertilizer_type,training_attended,training_topics,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5
uuid:00344,HH-RUB-0344,C. Kyomuhendo,2026-05-06T08:44:00,2026-05-06T08:50:00,2026-05-06,Rubirizi,Kicuzi,-0.26887,30.07101,3,male,45.0,1.24,341.0,KR10 KR2 KR3 KR7,883.2,5221.0,yes,NPK,yes,pest_scouting post_harvest pruning shade_mgmt,5,5,4,2,1
uuid:00378,HH-IBA-0378,A. Tumusiime,2026-05-20T13:23:00,2026-05-20T14:02:00,2026-05-20,Ibanda,Nyamarebe,-0.08461,30.60605,10,male,54.0,2.09,293.0,KR9,1665.4,6103.0,yes,NPK,yes,post_harvest shade_mgmt stumping,5,1,1,1,4
uuid:00179,HH-RUB-0179,F. Byaruhanga,2026-05-07T15:42:00,2026-05-07T16:24:00,2026-05-07,Rubirizi,Kicuzi,-0.41592,30.16062,5,male,,1.37,,KR10 KR6,700.0,,yes,DAP,yes,pest_scouting post_harvest shade_mgmt,2,5,3,2,4
uuid:00120,HH-IBA-0120,A. Tumusiime,2026-05-10T10:30:00,2026-05-10T10:50:00,2027-03-14,Ibanda,Rukiri,-0.08266,30.44668,7,male,22.0,3.06,308.0,KR1 KR9,2470.6,4773.0,yes,organic,no,,1,1,2,2,3
uuid:00389,HH-RUB-0389,F. Byaruhanga,2026-05-15T12:54:00,2026-05-15T13:40:00,2026-05-15,Rubirizi,Bisheshe,-0.26007,30.17087,6,female,35.0,1.06,771.0,KR2,654.9,5879.0,no,,yes,pest_scouting pruning stumping,4,2,5,3,4
uuid:00373,HH-KIR-0373,B. Nakato,2026-05-12T08:52:00,2026-05-12T09:31:00,2026-05-12,Kiruhura,Bisheshe,-0.14596,30.96738,8,male,57.0,4.28,315.0,KR2 KR3,3916.5,5561.0,no,,no,,5,3,4,1,2
uuid:00180,HH-IBA-0180,A. Tumusiime,2026-05-07T10:36:00,2026-05-07T11:27:00,2026-05-07,Ibanda,Rukiri,-0.09712,30.45446,9,male,19.0,4.45,373.0,KR3 KR5 KR7,2468.9,4989.0,yes,NPK,no,,5,5,5,1,1
uuid:00290,HH-RUB-0290,C. Kyomuhendo,2026-05-05T16:12:00,2026-05-05T16:18:00,2026-05-05,Rubirizi,Bisheshe,-0.35135,30.152,9,male,59.0,0.65,378.0,KR2 KR9,478.7,6866.0,yes,NPK,no,,3,1,3,3,4
uuid:00022,HH-KIR-0022,E. Ainembabazi,2026-05-08T14:55:00,2026-05-08T15:24:00,2026-05-08,Kiruhura,Bisheshe,-0.19533,30.92951,2,male,36.0,2.2,566.0,KR3 KR6 KR9,1050.0,4694.0,yes,DAP,no,,2,1,4,5,3
uuid:00314,HH-RUB-0314,C. Kyomuhendo,2026-05-16T13:31:00,2026-05-16T13:39:00,2026-05-16,Rubirizi,Rukiri,-0.36505,29.99433,6,female,43.0,2.04,397.0,KR5 KR6 KR7,1069.1,5838.0,no,,no,,4,2,4,1,1
uuid:00332,HH-RUB-0332,C. Kyomuhendo,2026-05-21T12:54:00,2026-05-21T12:59:00,2026-05-21,Rubirizi,Bisheshe,-0.1327,30.13512,6,male,46.0,1.48,400.0,KR10 KR2 KR3 KR6,784.4,5970.0,yes,organic,no,,3,4,3,5,2
uuid:00296,HH-RUB-0296,C. Kyomuhendo,2026-05-08T12:13:00,2026-05-08T12:20:00,2026-05-08,Rubirizi,Rukiri,-0.19784,30.01526,7,male,51.0,3.12,394.0,KR2,1846.0,5369.0,yes,NPK,no,,3,4,1,1,4
uuid:00011,HH-RUB-0011,F. Byaruhanga,2026-05-15T16:08:00,2026-05-15T16:48:00,2026-05-15,Rubirizi,Rukiri,-0.26742,30.11729,5,female,45.0,2.91,354.0,KR3,2217.6,4715.0,Yes,DAP,yes,pest_scouting pruning,1,5,3,5,4
uuid:00280,HH-KIR-0280,E. Ainembabazi,2026-05-08T12:32:00,2026-05-08T13:08:00,2026-05-08,Kiruhura,Bisheshe,-0.08589,30.55241,7,male,72.0,1.61,631.0,KR10,1000.0,4964.0,no,,no,,4,2,2,2,1
uuid:00146,HH-RUB-0146,C. Kyomuhendo,2026-05-16T12:03:00,2026-05-16T12:07:00,2026-05-16,Rubirizi,Bisheshe,-0.24699,30.12587,9,female,32.0,0.02,667.0,KR1 KR2 KR3 KR9,5370.5,4530.0,yes,organic,no,,1,1,1,2,5
uuid:00001,HH-KIR-0001,B. Nakato,2026-05-18T12:12:00,2026-05-18T12:48:00,2026-05-18,Kiruhura,Nyamarebe,-0.233,30.74193,4,MALE,35.0,0.98,494.0,KR1 KR6,578.3,4791.0,Yes,DAP,no,,5,4,3,3,2
uuid:00075,HH-IBA-0075,D. Mugisha,2026-05-16T15:09:00,2026-05-16T16:02:00,2026-05-16,Ibanda,Nyamarebe,-0.28486,30.37954,8,female,51.0,2.36,435.0,KR2 KR5,1745.2,5214.0,yes,DAP,yes,pest_scouting post_harvest shade_mgmt stumping,5,5,5,5,5
uuid:00139,HH-KIR-0139,B. Nakato,2026-05-05T12:53:00,2026-05-05T13:32:00,2026-05-05,Kiruhura,Nyamarebe,-0.10319,30.76658,8,male,57.0,0.92,510.0,KR6,347.3,4846.0,no,,yes,pruning,2,4,4,4,3
uuid:00406,HH-KIR-0406,E. Ainembabazi,2026-05-12T15:36:00,2026-05-12T16:16:00,2026-05-12,Kiruhura,Kicuzi,-0.17401,30.85957,5,male,40.0,1.38,468.0,KR5,350.0,6685.0,yes,NPK,yes,post_harvest stumping,1,5,2,1,4
uuid:00149,HH-RUB-0149,F. Byaruhanga,2026-05-09T09:58:00,2026-05-09T10:31:00,2026-05-09,Rubirizi,Kicuzi,-0.35971,30.22715,7,MALE,36.0,0.95,455.0,KR2 KR7,478.7,5028.0,no,,no,,2,2,4,4,2
uuid:00403,HH-KIR-0403,B. Nakato,2026-05-10T10:18:00,2026-05-10T10:49:00,2026-05-10,Kiruhura,Rukiri,-0.10729,30.86116,7,female,71.0,4.29,451.0,KR10 KR3 KR5 KR7,2478.7,5913.0,yes,NPK,no,,3,5,4,2,2
uuid:00160,HH-KIR-0160,E. Ainembabazi,2026-05-11T09:53:00,2026-05-11T10:22:00,2026-05-11,Kiruhura,Nyamarebe,-0.18271,30.72174,7,male,51.0,2.21,383.0,KR3 KR6 KR7 KR9,1350.0,4431.0,yes,organic,no,,1,1,5,3,1
uuid:00258,HH-IBA-0258,A. Tumusiime,2026-05-19T12:04:00,2026-05-19T12:45:00,2026-05-19, Ibanda ,Nyamarebe,0.00824,30.66433,3,male,57.0,1.58,530.0,KR10,506.9,4695.0,yes,organic,yes,pest_scouting post_harvest shade_mgmt,4,1,5,1,4
uuid:00308,HH-RUB-0308,C. Kyomuhendo,2026-05-11T13:58:00,2026-05-11T14:05:00,2026-05-11,Rubirizi,Bisheshe,-0.32304,30.14667,8,female,34.0,3.3,402.0,KR2 KR6,2155.0,5153.0,no,,no,,4,4,4,5,3
uuid:00331,HH-KIR-0331,B. Nakato,2026-05-20T13:34:00,2026-05-20T14:13:00,2026-05-20,Kiruhura,Rukiri,-0.20435,30.90136,7,female,32.0,5.81,336.0,KR6,3286.3,5830.0,yes,organic,yes,shade_mgmt stumping,5,5,1,1,1
uuid:00329,HH-RUB-0329,F. Byaruhanga,2026-05-10T16:37:00,2026-05-10T17:12:00,2026-05-10,Rubirizi,Bisheshe,-0.25026,30.24488,5,female,40.0,1.41,433.0,KR1 KR2 KR6 KR9,910.4,4689.0,no,,yes,post_harvest,1,2,1,3,1
uuid:90003,HH-IBA-0030,A. Tumusiime,2026-05-22T10:42:00,2026-05-22T11:19:00,2026-05-22,Ibanda,Rukiri,-0.05917,30.45146,6,male,71.0,3.71,468.0,KR2 KR6 KR7 KR9,2622.6,5178.0,No,,no,,4,3,1,1,2
uuid:00229,HH-KIR-0229,B. Nakato,2026-05-10T08:20:00,2026-05-10T08:43:00,2026-05-10,Kiruhura,Nyamarebe,-0.22723,30.96218,7,male,52.0,4.23,412.0,KR10 KR2 KR3,2493.7,5646.0,No,,yes,pest_scouting shade_mgmt stumping,5,4,5,3,2
uuid:00126,HH-IBA-0126,A. Tumusiime,2026-05-17T09:44:00,2026-05-17T10:10:00,2026-05-17,Ibanda,Nyamarebe,-0.09615,30.59431,7,male,30.0,5.33,525.0,KR6 KR9,3497.4,4837.0,yes,organic,no,,1,5,2,4,2
uuid:00419,HH-RUB-0419,F. Byaruhanga,2026-05-17T10:05:00,2026-05-17T11:02:00,2026-05-17,Rubirizi,Kicuzi,-0.3729,30.0714,3,male,46.0,3.12,567.0,KR9,3063.2,3976.0,no,,yes,pruning stumping,4,1,4,1,3
uuid:00410,HH-RUB-0410,C. Kyomuhendo,2026-05-17T15:04:00,2026-05-17T15:10:00,2026-05-17,Rubirizi,Rukiri,-0.20129,30.07064,5,male,46.0,1.84,409.0,KR1 KR5 KR9,1102.1,5363.0,yes,DAP,no,,2,3,1,1,5
uuid:00236,HH-RUB-0236,C. Kyomuhendo,2026-05-19T15:33:00,2026-05-19T15:40:00,2026-05-19,Rubirizi,Rukiri,-0.33245,30.19388,4,male,21.0,1.23,597.0,KR6 KR9,715.4,5096.0,no,,yes,pest_scouting stumping,2,4,1,1,3
uuid:00153,HH-IBA-0153,D. Mugisha,2026-05-08T13:51:00,2026-05-08T14:29:00,2026-05-08,Ibanda,Nyamarebe,-0.0745,30.53123,9,male,52.0,2.84,705.0,KR2 KR3 KR7,1357.0,5139.0,no,,yes,post_harvest pruning,3,1,5,1,1
uuid:00244,HH-KIR-0244,E. Ainembabazi,2026-05-22T15:58:00,2026-05-22T16:24:00,2026-05-22,Kiruhura,Nyamarebe,-0.14584,30.95289,7,female,49.0,3.44,404.0,KR1 KR10 KR6 KR9,2250.0,5471.0,yes,NPK,no,,5,2,1,3,1
uuid:00354,HH-IBA-0354,A. Tumusiime,2026-05-20T09:38:00,2026-05-20T10:26:00,2026-05-20,Ibanda,Rukiri,-0.10876,30.5261,5,male,32.0,4.43,12.0,KR6 KR9,2415.2,5564.0,yes,organic,no,,1,1,1,2,2
uuid:00230,HH-RUB-0230,C. Kyomuhendo,2026-05-15T08:51:00,2026-05-15T08:55:00,2026-05-15,Rubirizi,Bisheshe,-0.22855,30.12859,4,male,55.0,1.98,604.0,KR1 KR2 KR9,937.5,3495.0,No,,yes,pest_scouting post_harvest shade_mgmt stumping,4,4,1,3,1
uuid:00016,HH-KIR-0016,E. Ainembabazi,2026-05-15T09:01:00,2026-05-15T09:29:00,2026-05-15,Kiruhura,Nyamarebe,-0.24337,30.70821,6,male,58.0,1.1,398.0,KR5 KR6 KR7,850.0,5404.0,no,,no,,2,5,4,2,1
uuid:00074,HH-RUB-0074,C. Kyomuhendo,2026-05-19T16:14:00,2026-05-19T16:18:00,2026-05-19,Rubirizi,Nyamarebe,-0.12672,30.12073,10,female,34.0,3.57,241.0,KR1 KR7,2209.9,5877.0,no,,yes,pest_scouting post_harvest pruning,5,2,1,2,2
uuid:00176,HH-RUB-0176,C. Kyomuhendo,2026-05-04T15:36:00,2026-05-04T15:43:00,2026-05-04,Rubirizi,Rukiri,-0.2066,30.0042,6,male,52.0,2.31,548.0,KR10,1254.7,4599.0,no,,no,,3,1,3,2,3
uuid:00338,HH-RUB-0338,C. Kyomuhendo,2026-05-19T13:09:00,2026-05-19T13:12:00,2026-05-19,Rubirizi,Rukiri,-0.28945,30.15029,8,male,21.0,3.47,361.0,KR2 KR5,2189.1,6024.0,yes,DAP,no,,2,5,1,1,2
